ProbeSet_ID,Gene_Symbol,Gene_Description,NCBI_ID,FC,P.Value,adj.P.Val,mean_naive,mean_6d,
10515090,Cdkn2c,cyclin-dependent kinase inhibitor 2C (p18 inhibits CDK4),12580,0.256,5.6790731691394e-08,2.66005317133366e-06,49,191,
10365290,Chst11,carbohydrate sulfotransferase 11,58250,0.255,8.13597423749289e-08,3.55104640887562e-06,96,376,
10404067,Hist1h4b,histone cluster 1 H4b,326620,0.253,3.98243359722068e-09,2.91056334633237e-07,1198,4727,
10581813,Mlkl,mixed lineage kinase domain-like,74568,0.252,3.0592789075069e-07,1.07688345950405e-05,35,137,
10360806,Capn2,calpain 2,12334,0.252,4.87584138601187e-09,3.37671412538591e-07,245,972,
10498576,Lxn,latexin,17035,0.252,4.67356258926481e-09,3.28991562230814e-07,62,246,
10437040,Chaf1b,chromatin assembly factor 1 subunit B (p60),110749,0.251,3.04276233249664e-09,2.340485273163e-07,173,689,
10352048,Exo1,exonuclease 1,26909,0.25,2.38133099900562e-09,1.89765452739098e-07,44,176,
10416037,Pbk,PDZ binding kinase,52033,0.249,2.52582320392382e-09,1.98575917628358e-07,29,117,
10569707,Myadm,myeloid-associated differentiation marker,50918,0.247,4.6543995056829e-09,3.28603242154757e-07,62,251,
10494395,Hist2h2aa1,histone cluster 2 H2aa1,15267,0.244,5.62796582374259e-10,5.86862611963652e-08,1349,5535,
10547906,Lag3,lymphocyte-activation gene 3,16768,0.244,6.28130877222572e-08,2.87234453617265e-06,60,247,
10532711,Cmklr1,chemokine-like receptor 1,14747,0.243,4.40454097684491e-08,2.15658094744457e-06,50,206,
10411728,Cenph,centromere protein H,26886,0.242,2.40772245316462e-08,1.33049354717891e-06,29,119,
10367919,Stx11,syntaxin 11,74732,0.241,9.63863548328036e-10,8.96321169829526e-08,93,386,
10408074,Hist1h4k,histone cluster 1 H4b,326620,0.241,4.58529133454762e-09,3.25568748260957e-07,953,3953,
10404496,Nqo2,NAD(P)H dehydrogenase quinone 2,18105,0.241,2.113984197602e-09,1.71611446816408e-07,119,494,
10408243,Hist1h4a,histone cluster 1 H4b,326620,0.239,2.93136207722265e-09,2.26880141889884e-07,938,3919,
10365601,Gnptab,N-acetylglucosamine-1-phosphate transferase alpha and beta subunits,432486,0.239,2.30328579898376e-09,1.85768571787292e-07,242,1011,
10548307,Klrb1c,killer cell lectin-like receptor subfamily B member 1C,17059,0.239,7.82102041109729e-07,2.34837916488394e-05,16,68,
10473125,Itga4,integrin alpha 4,16401,0.239,7.64458871233833e-10,7.44212655815999e-08,1589,6649,
10504957,Smc2,structural maintenance of chromosomes 2,14211,0.239,8.26578282723335e-09,5.26853809770613e-07,153,640,
10540999,H2afz,H2A histone family member Z,51788,0.238,2.36486713925748e-09,1.89508742265514e-07,525,2202,
10354247,Fhl2,four and a half LIM domains 2,14200,0.238,6.67488277000997e-09,4.45982381753856e-07,64,268,
10466932,Insl6,insulin-like 6,27356,0.237,6.41868300710623e-07,1.99958022378877e-05,70,293,
10428222,Ncald,neurocalcin delta,52589,0.236,1.08743069325537e-08,6.61147356377118e-07,69,291,
10359816,Pogk,pogo transposable element with KRAB domain,71592,0.236,2.49438348977637e-09,1.9734928676891e-07,68,290,
10582997,Casp4,caspase 4 apoptosis-related cysteine peptidase,12363,0.236,2.09709314803121e-07,7.75426638504952e-06,54,230,
10403957,Hist1h4m,histone cluster 1 H4m,319161,0.234,3.5023011889715e-09,2.63698943297727e-07,915,3911,
10358408,Rgs1,regulator of G-protein signaling 1,50778,0.233,9.25819433258119e-09,5.76831797891471e-07,27,115,
10496379,H2afz,H2A histone family member Z,51788,0.229,2.6885644404918e-09,2.10705669767096e-07,369,1613,
10414315,Cdkn3,cyclin-dependent kinase inhibitor 3,72391,0.228,3.83352563530304e-08,1.92231641615739e-06,59,260,
10586700,Rora,RAR-related orphan receptor alpha,19883,0.226,1.42796570723967e-09,1.21046807332745e-07,74,327,
10571696,Casp3,caspase 3,12367,0.226,3.22295908138714e-09,2.44885933616861e-07,85,374,
10548086,Rad51ap1,RAD51 associated protein 1,19362,0.226,2.77236130440947e-08,1.47634163308745e-06,32,140,
10562044,Zbtb32,zinc finger and BTB domain containing 32,58206,0.226,1.27150007809978e-09,1.11187105075097e-07,90,399,
10518069,Efhd2,EF hand domain containing 2,27984,0.225,1.6717077912499e-09,1.37499345127162e-07,313,1387,
10503508,Ggh,gamma-glutamyl hydrolase,14590,0.224,1.06404099574394e-09,9.60798177388781e-08,94,419,
10452709,Ndc80,NDC80 homolog kinetochore complex component (S. cerevisiae),67052,0.223,1.50896649044056e-08,8.78655674643916e-07,58,261,
10439895,Alcam,activated leukocyte cell adhesion molecule,11658,0.223,1.00901218661093e-09,9.31355619063611e-08,49,218,
10521498,Crmp1,collapsin response mediator protein 1,12933,0.222,7.7673839292828e-09,5.06750634255461e-07,34,152,
10564377,Lrrk1,leucine-rich repeat kinase 1,233328,0.222,1.2740318476771e-08,7.57790494219777e-07,60,269,
10524169,Pole,polymerase (DNA directed) epsilon,18973,0.222,5.65060291146811e-09,3.85970622768526e-07,127,572,
10438378,Cdc45,cell division cycle 45 homolog (S. cerevisiae)-like,12544,0.221,1.02733201072252e-08,6.32176996820413e-07,77,350,
10544501,Ezh2,enhancer of zeste homolog 2 (Drosophila),14056,0.218,8.17094273637225e-10,7.8223003503783e-08,208,955,
10605674,Pola1,polymerase (DNA directed) alpha 1,18968,0.215,8.85347007438287e-10,8.2949692178109e-08,128,594,
10575733,Cenpn,centromere protein N,72155,0.215,2.07699232921573e-09,1.69159486368347e-07,79,368,
10355050,Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,77300,0.214,1.50468258234092e-07,5.8410746599845e-06,39,183,
10451061,Runx2,runt related transcription factor 2,12393,0.213,3.38931947567312e-10,3.8221095010283e-08,111,520,
10408935,Gm10786,predicted gene 10786,100038539,0.213,3.64213872618391e-09,2.72441338461396e-07,149,698,
10494407,Hist2h2bb,histone cluster 2 H2bb,319189,0.212,2.38329936230389e-09,1.89765452739098e-07,117,554,
10358717,1700025G04Rik,RIKEN cDNA 1700025G04 gene,69399,0.212,3.84185710086683e-10,4.23658241892935e-08,147,695,
10451665,Apobec2,apolipoprotein B mRNA editing enzyme catalytic polypeptide 2,11811,0.211,2.62216865370003e-08,1.42064537364157e-06,80,381,
10379363,Atad5,ATPase family AAA domain containing 5,237877,0.211,2.36326108621675e-08,1.3117414875433e-06,62,293,
10404026,Hist1h2af,histone cluster 1 H2af,319173,0.211,1.56934853672535e-10,1.98534539250097e-08,1467,6955,
10566846,Dennd5a,DENN/MADD domain containing 5A,19347,0.211,3.53110621958173e-10,3.93648193928699e-08,109,517,
10403938,Hist1h2ai,histone cluster 1 H2ao,319171,0.21,1.16961644021762e-10,1.54228470492611e-08,1416,6727,
10451805,Sgol1,shugoshin-like 1 (S. pombe),72415,0.21,2.19474868979422e-08,1.22640194724331e-06,39,185,
10408072,Hist1h2ai,histone cluster 1 H2ao,319171,0.209,1.44622425207244e-10,1.84834875949483e-08,1514,7237,
10519951,Pion,pigeon homolog (Drosophila),212167,0.209,4.38587768137236e-10,4.71141567134319e-08,166,798,
10538753,Atoh1,atonal homolog 1 (Drosophila),11921,0.209,1.48112959607949e-08,8.64466318348782e-07,39,187,
10538290,Snx10,sorting nexin 10,71982,0.207,6.46139021944664e-10,6.51946425299794e-08,72,349,
10446027,Chaf1a,chromatin assembly factor 1 subunit A (p150),27221,0.207,1.38795367858927e-08,8.15815603250043e-07,61,296,
10355329,Bard1,BRCA1 associated RING domain 1,12021,0.206,1.26833422158704e-09,1.11187105075097e-07,48,232,
10427166,Espl1,extra spindle poles-like 1 (S. cerevisiae),105988,0.206,9.95773219269861e-09,6.14273766600086e-07,59,288,
10387536,Cd68,CD68 antigen,12514,0.204,7.21237241536408e-10,7.07664351715369e-08,96,472,
10408111,Hist1h2ah,histone cluster 1 H2ao,319171,0.204,9.88330343868124e-11,1.33865047988486e-08,1462,7178,
10408094,Hist1h2ao,histone cluster 1 H2ao,319171,0.203,7.6287285013018e-11,1.09266190637611e-08,1431,7033,
10403955,Hist1h2ao,histone cluster 1 H2ao,319171,0.203,9.28260964334805e-11,1.27158761798646e-08,1460,7190,
10555695,Rrm1,ribonucleotide reductase M1,20133,0.202,5.47901355510307e-10,5.73730990841507e-08,305,1509,
10357371,Tmem163,transmembrane protein 163,72160,0.201,3.17749290514092e-10,3.63254487073036e-08,57,285,
10462973,Hells,helicase lymphoid specific,15201,0.201,7.17326306560172e-10,7.06608941189431e-08,160,793,
10404045,Hist1h2ad,histone cluster 1 H2ao,319171,0.201,7.72373880548118e-11,1.09369896880796e-08,1421,7064,
10455967,2610318N02Rik,RIKEN cDNA 2610318N02 gene,70458,0.201,9.61234268695752e-10,8.96321169829526e-08,87,434,
10535065,Adap1,ArfGAP with dual PH domains 1,231821,0.198,1.04482472754257e-09,9.50332914591819e-08,72,361,
10458195,Cdc25c,cell division cycle 25 homolog C (S. pombe),12532,0.197,5.89232400886308e-10,6.04314810489242e-08,24,120,
10357833,Atp2b4,ATPase Ca++ transporting plasma membrane 4,381290,0.197,2.26201080481209e-09,1.83031926225737e-07,171,871,
10408118,Hist1h2ag,histone cluster 1 H2ao,319171,0.196,6.24106993540649e-11,9.42666332910306e-09,1321,6757,
10408085,Hist1h2an,histone cluster 1 H2an,319170,0.195,6.61756265173456e-11,9.93511424135715e-09,1366,6986,
10439527,Tigit,T cell immunoreceptor with Ig and ITIM domains,100043314,0.193,2.04754264813847e-10,2.44157214722042e-08,87,452,
10524790,Cit,citron,12704,0.192,1.93618908027209e-10,2.34241282808452e-08,67,350,
10391461,Brca1,breast cancer 1,12189,0.192,3.30011626871146e-10,3.73843171131032e-08,59,310,
10577508,Ckap2,cytoskeleton associated protein 2,80986,0.191,2.79481358090248e-09,2.18345906154394e-07,38,197,
10538832,Mad2l1,MAD2 mitotic arrest deficient-like 1 (yeast),56150,0.19,5.83318903010393e-10,6.007220537531e-08,194,1019,
10540738,Fancd2,Fanconi anemia complementation group D2,211651,0.189,5.65280785292159e-09,3.85970622768526e-07,33,173,
10545958,Anxa4,annexin A4,11746,0.188,8.19195907438416e-09,5.24832915300262e-07,44,236,
10421877,Diap3,diaphanous homolog 3 (Drosophila),56419,0.188,1.07771377887469e-09,9.6614326608327e-08,76,403,
10590909,Endod1,endonuclease domain containing 1,71946,0.188,2.03469077754669e-10,2.43791170952013e-08,60,320,
10554863,Sytl2,synaptotagmin-like 2,83671,0.187,1.31673984847932e-09,1.13943717027089e-07,92,495,
10550509,Pglyrp1,peptidoglycan recognition protein 1,21946,0.184,5.14742592951771e-10,5.45889995810384e-08,283,1538,
10510574,Errfi1,ERBB receptor feedback inhibitor 1,74155,0.181,5.27634558697854e-10,5.57191036943556e-08,142,783,
10404429,Serpinb9,serine (or cysteine) peptidase inhibitor clade B member 9,20723,0.179,7.80128530123743e-10,7.56512187849958e-08,112,621,
10554013,Chsy1,chondroitin sulfate synthase 1,269941,0.179,2.73907180109987e-11,4.87593910192935e-09,514,2863,
10421029,Cdca2,cell division cycle associated 2,108912,0.179,1.34322665044902e-09,1.15833545268133e-07,69,388,
10409866,Ctla2b,cytotoxic T lymphocyte-associated protein 2 beta,13025,0.179,1.29642937806306e-09,1.12577048641421e-07,37,206,
10548585,Csda,cold shock domain protein A,56449,0.178,1.65905923446765e-10,2.06735371207014e-08,279,1564,
10547943,Ncapd2,non-SMC condensin I complex subunit D2,68298,0.177,2.33113623247628e-10,2.71479332643803e-08,259,1462,
10479811,Mcm10,minichromosome maintenance deficient 10 (S. cerevisiae),70024,0.176,7.42447264562561e-09,4.88212947953249e-07,62,352,
10358038,Rnpep,arginyl aminopeptidase (aminopeptidase B),215615,0.175,1.24397001076517e-09,1.09936952511665e-07,133,761,
10389231,Ccl3,chemokine (C-C motif) ligand 3,20302,0.174,8.02675258059368e-09,5.19591500814431e-07,50,289,
10361995,Fam54a,family with sequence similarity 54 member A,71804,0.173,9.72781576366953e-10,9.01251392052684e-08,37,214,
10356866,Pdcd1,programmed cell death 1,18566,0.171,9.28613058637092e-11,1.27158761798646e-08,54,317,
10440186,Crybg3,beta-gamma crystallin domain containing 3,224273,0.171,4.50933115651637e-10,4.82324253573824e-08,45,260,
10375058,Hba-a2,hemoglobin alpha adult chain 2,110257,0.169,7.57139788325116e-07,2.29276279521732e-05,97,570,
10499639,Cks1b,CDC28 protein kinase 1b,54124,0.167,1.61636453667068e-09,1.33830687650853e-07,84,502,
10494821,Tspan2,tetraspanin 2,70747,0.166,4.02106967923389e-09,2.93020755982068e-07,44,265,
10363575,Dna2,DNA replication helicase 2 homolog (yeast),327762,0.166,1.61445096715857e-09,1.33830687650853e-07,51,310,
10366586,Ifng,interferon gamma,15978,0.166,2.80477406358559e-09,2.18439310039625e-07,36,219,
10550102,Lig1,ligase I DNA ATP-dependent,16881,0.165,3.57882853241368e-11,5.98601105267206e-09,113,683,
10592201,Chek1,checkpoint kinase 1 homolog (S. pombe),12649,0.164,8.13320644473432e-11,1.13874028660488e-08,45,273,
10450519,Tcf19,transcription factor 19,106795,0.164,3.88322312877838e-10,4.26333422094338e-08,155,943,
10467637,Arhgap19,Rho GTPase activating protein 19,71085,0.164,3.44071445281145e-10,3.86258944112464e-08,48,293,
10381072,Cdc6,cell division cycle 6 homolog (S. cerevisiae),23834,0.164,1.9229957220048e-10,2.33779996994165e-08,62,376,
10504470,Melk,maternal embryonic leucine zipper kinase,17279,0.164,1.56844921122164e-10,1.98534539250097e-08,48,293,
10521136,Whsc1,Wolf-Hirschhorn syndrome candidate 1 (human),107823,0.163,2.65370726750712e-11,4.82742281173813e-09,121,745,
10556266,Wee1,WEE 1 homolog 1 (S. pombe),22390,0.162,1.21731094181418e-10,1.58009496311943e-08,76,471,
10346365,Sgol2,shugoshin-like 2 (S. pombe),68549,0.162,2.1339807726912e-10,2.52173279828019e-08,45,280,
10461369,Ahnak,AHNAK nucleoprotein (desmoyokin),66395,0.161,2.32395497912601e-11,4.42918316476921e-09,271,1680,
10363070,Gp49a,glycoprotein 49 A,14727,0.161,1.03742089732668e-07,4.34531152994547e-06,31,195,
10487506,Gm14005,predicted gene 14005,100038733,0.16,1.06953148041621e-09,9.62269442416342e-08,19,118,
10483249,Galnt3,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3,14425,0.16,1.69831629305459e-11,3.64543106501633e-09,41,254,
10542079,Foxm1,forkhead box M1,14235,0.16,1.84845402885367e-10,2.26736135586765e-08,69,433,
10360985,Cenpf,centromere protein F,108000,0.16,1.25343382551534e-09,1.10381900351567e-07,32,203,
10515257,Rad54l,RAD54 like (S. cerevisiae),19366,0.157,3.66607912163518e-09,2.72734399610125e-07,60,379,
10389395,Brip1,BRCA1 interacting protein C-terminal helicase 1,237911,0.156,4.29627518011755e-09,3.08564178786425e-07,44,283,
10601705,Cenpi,centromere protein I,102920,0.156,1.47571108475344e-09,1.24248890723734e-07,27,171,
10454286,Mapre2,microtubule-associated protein RP/EB family member 2,212307,0.155,8.129004450448e-11,1.13874028660488e-08,171,1106,
10568150,Kif22,kinesin family member 22,110033,0.155,8.66198328478353e-10,8.17704346300663e-08,66,425,
10573261,Asf1b,ASF1 anti-silencing function 1 homolog B (S. cerevisiae),66929,0.154,7.00728154748214e-11,1.03949684956161e-08,186,1209,
10587508,Ttk,Ttk protein kinase,22137,0.153,3.53812677313332e-10,3.93648193928699e-08,26,170,
10541729,Cdca3,cell division cycle associated 3,14793,0.153,5.32977349161167e-10,5.60458290961798e-08,74,486,
10469278,Il2ra,interleukin 2 receptor alpha chain,16184,0.153,6.24360347792219e-09,4.21688579611861e-07,33,218,
10410560,Trip13,thyroid hormone receptor interactor 13,69716,0.152,6.33549085604765e-09,4.26738116525458e-07,67,443,
10443980,Myo1f,myosin IF,17916,0.152,1.19440240740082e-10,1.55847627210698e-08,423,2778,
10554325,5730590G19Rik,RIKEN cDNA 5730590G19 gene,77011,0.151,4.52488758097119e-11,7.32267846058208e-09,44,290,
10408246,Hist1h3a,histone cluster 1 H3a,360198,0.151,2.12321440047079e-11,4.30201213727911e-09,1189,7884,
10473384,Slc43a3,solute carrier family 43 member 3,58207,0.15,5.63955186935533e-11,8.81763722557839e-09,72,476,
10528915,Tyms,thymidylate synthase,22171,0.15,1.81934893878673e-10,2.24464426992291e-08,71,475,
10494402,Hist2h3c1,histone cluster 2 H3c1,15077,0.149,2.42654359472372e-11,4.54694131336125e-09,872,5843,
10494405,Hist2h3b,histone cluster 2 H3b,319154,0.148,2.55352345937087e-11,4.74088480507738e-09,1247,8402,
10404028,Hist1h3g,histone cluster 1 H3g,97908,0.148,1.7502045734779e-11,3.66220985278681e-09,1166,7858,
10382998,Birc5,baculoviral IAP repeat-containing 5,11799,0.147,8.33892375651658e-10,7.93216251373688e-08,47,316,
10404065,Hist1h3b,histone cluster 1 H3f,260423,0.147,2.28777989175213e-11,4.42918316476921e-09,1258,8548,
10403959,Gm11277,predicted gene OTTMUSG00000013203,665596,0.145,2.2544985504571e-10,2.63786914903718e-08,378,2599,
10403941,Hist1h3h,histone cluster 1 H3g,97908,0.145,1.27401465375398e-11,2.94870279289108e-09,1197,8232,
10408239,Hist1h3c,histone cluster 1 H3f,260423,0.145,1.83080746567197e-11,3.77085815367577e-09,1202,8281,
10404422,Serpinb6b,serine (or cysteine) peptidase inhibitor clade B member 6b,20708,0.144,5.7940273131612e-10,5.9916493235935e-08,159,1108,
10421046,Dock5,dedicator of cytokinesis 5,68813,0.144,1.1996522430134e-11,2.86610601232668e-09,166,1153,
10408202,Hist1h3e,histone cluster 1 H3f,260423,0.144,1.12142100243849e-11,2.74000531595805e-09,1081,7523,
10406968,Cenpk,centromere protein K,60411,0.142,5.7016477005521e-09,3.88241704899343e-07,19,136,
10404049,Hist1h3d,histone cluster 1 H3g,97908,0.142,1.27584090871075e-11,2.94870279289108e-09,1186,8354,
10594251,Kif23,kinesin family member 23,71819,0.142,1.61535676540345e-10,2.02301112097411e-08,96,677,
10460738,Cdca5,cell division cycle associated 5,67849,0.141,7.33877461000418e-11,1.06957275339488e-08,51,359,
10521090,Tacc3,transforming acidic coiled-coil containing protein 3,21335,0.141,5.94027120597279e-11,9.02703896312524e-09,77,542,
10503334,Gem,GTP binding protein (gene overexpressed in skeletal muscle),14579,0.141,4.13977221694302e-10,4.50530144937354e-08,37,264,
10384373,Fignl1,fidgetin-like 1,60530,0.141,3.42307343868085e-11,5.80339022032681e-09,42,301,
10519983,Fgl2,fibrinogen-like protein 2,14190,0.141,6.52618594109152e-07,2.02547454575197e-05,36,256,
10446074,Uhrf1,ubiquitin-like containing PHD and RING finger domains 1,18140,0.14,7.48318032164663e-11,1.07801052009293e-08,99,705,
10408083,Hist1h3i,histone cluster 1 H3g,97908,0.14,6.92799544727521e-12,1.89735717073618e-09,1156,8279,
10407281,Esm1,endothelial cell-specific molecule 1,71690,0.139,3.03547039613541e-09,2.340485273163e-07,32,230,
10371591,4930547N16Rik,RIKEN cDNA 4930547N16 gene,75317,0.138,8.19204073288153e-10,7.8223003503783e-08,40,290,
10369815,Cdk1,cell division cycle 2 homolog A (S. pombe),12534,0.138,1.11972579228985e-10,1.48435139337487e-08,53,382,
10406672,Arsb,arylsulfatase B,11881,0.135,6.91985008056284e-11,1.03267367489693e-08,144,1066,
10474902,Rad51,RAD51 homolog (S. cerevisiae),19361,0.135,5.68880598752212e-10,5.9073509508761e-08,41,303,
10487340,Ncaph,non-SMC condensin I complex subunit H,215387,0.134,7.32443507906512e-12,1.96529771296979e-09,63,472,
10487577,Ckap2l,cytoskeleton associated protein 2-like,70466,0.133,5.88210956742155e-12,1.70708387706633e-09,48,358,
10578690,Neil3,nei like 3 (E. coli),234258,0.133,8.75471651033202e-10,8.2333979196413e-08,34,258,
10377405,Aurkb,aurora kinase B,20877,0.132,7.22286818703931e-11,1.06513799383073e-08,71,538,
10497520,Ect2,ect2 oncogene,13605,0.128,1.2075320250955e-11,2.86610601232668e-09,80,624,
10463070,Entpd1,ectonucleoside triphosphate diphosphohydrolase 1,12495,0.128,9.78690077071557e-12,2.48886878579361e-09,30,236,
10414360,Lgals3,lectin galactose binding soluble 3,16854,0.128,1.27782642497487e-11,2.94870279289108e-09,110,859,
10508151,Clspn,claspin homolog (Xenopus laevis),269582,0.127,8.69994813879569e-11,1.21128551684395e-08,44,349,
10406663,Arsb,arylsulfatase B,11881,0.127,7.92602268173981e-10,7.62673116889265e-08,230,1810,
10503264,Ccne2,cyclin E2,12448,0.127,2.13500369327149e-10,2.52173279828019e-08,23,180,
10582985,Casp1,caspase 1,12362,0.126,6.75880025056602e-10,6.7647718813095e-08,40,315,
10403943,Hist1h2bm,histone cluster 1 H2bm,319186,0.125,1.98533289948881e-11,4.05561200992296e-09,219,1751,
10448506,Ccnf,cyclin F,12449,0.125,2.86365542110452e-11,5.06156173083452e-09,46,372,
10399691,Id2,inhibitor of DNA binding 2,15902,0.124,5.28790091779377e-12,1.56886984134829e-09,292,2344,
10495405,Slc25a24,solute carrier family 25 (mitochondrial carrier phosphate carrier) member 24,229731,0.124,7.39901036950838e-11,1.07208218854005e-08,86,695,
10480432,Mastl,microtubule associated serine/threonine kinase-like,67121,0.123,1.1908834939425e-10,1.55847627210698e-08,17,134,
10455813,Lmnb1,lamin B1,16906,0.122,1.31550783649709e-11,3.00780608267712e-09,208,1703,
10391811,Kif18b,kinesin family member 18B,70218,0.12,9.7022473914984e-11,1.32130824858428e-08,54,452,
10403948,Hist1h2bn,histone cluster 1 H2be,319179,0.118,2.9744208592657e-11,5.14781365657081e-09,419,3542,
10350392,Aspm,asp (abnormal spindle)-like microcephaly associated (Drosophila),12316,0.118,5.87774177467688e-11,8.98681475512252e-09,27,229,
10516956,Smpdl3b,sphingomyelin phosphodiesterase acid-like 3B,100340,0.118,3.38248472766064e-11,5.79912340517115e-09,54,460,
10350297,Kif14,kinesin family member 14,381293,0.117,7.69987327346855e-11,1.09369896880796e-08,24,203,
10542355,Emp1,epithelial membrane protein 1,13730,0.116,1.35773956635062e-09,1.16681329215828e-07,51,442,
10516246,Cdca8,cell division cycle associated 8,52276,0.116,1.76336242008835e-11,3.66220985278681e-09,42,366,
10408077,Hist1h2ak,histone cluster 1 H2ak,319169,0.116,3.3052639103821e-12,1.12840804348689e-09,198,1710,
10419323,Dlgap5,discs large (Drosophila) homolog-associated protein 5,218977,0.115,7.33378891365825e-12,1.96529771296979e-09,74,639,
10525591,Kntc1,kinetochore associated 1,208628,0.115,5.80375035115727e-11,8.98391715848083e-09,28,242,
10400589,C79407,expressed sequence C79407,217653,0.114,6.29384019141755e-10,6.37622297766293e-08,20,178,
10389190,Gm11435,predicted gene 11435,629303,0.113,8.15215084743304e-12,2.11633232728881e-09,33,292,
10361110,Dtl,denticleless homolog (Drosophila),76843,0.113,1.40472613862806e-10,1.80456622819012e-08,41,361,
10359434,Fasl,Fas ligand (TNF superfamily member 6),14103,0.111,7.31360654199354e-11,1.06957275339488e-08,34,310,
10403980,Hist1h2bj,predicted gene OTTMUSG00000013203,665596,0.111,2.32815582451154e-11,4.42918316476921e-09,515,4641,
10408070,Hist1h2bl,predicted gene OTTMUSG00000013203,665596,0.109,2.28035802003237e-11,4.42918316476921e-09,510,4656,
10408210,Hist1h2bf,histone cluster 1 H2bc,68024,0.108,1.71793166739749e-11,3.64543106501633e-09,400,3717,
10403978,Hist1h2bk,predicted gene OTTMUSG00000013203,665596,0.107,2.69183252508733e-11,4.86129349204539e-09,462,4294,
10408200,Hist1h4f,histone cluster 1 H4f,319157,0.107,3.526773162714e-11,5.93880005142962e-09,157,1463,
10420877,Esco2,establishment of cohesion 1 homolog 2 (S. cerevisiae),71988,0.107,1.85595745364337e-10,2.26736135586765e-08,23,219,
10435704,Cd80,CD80 antigen,12519,0.107,1.64042895225874e-09,1.35373411748981e-07,29,267,
10474984,Nusap1,nucleolar and spindle associated protein 1,108907,0.107,4.52255177810772e-12,1.40888794267501e-09,34,323,
10586491,Dapk2,death-associated protein kinase 2,13143,0.106,2.90684182491708e-12,1.00617099945255e-09,35,330,
10509168,E2f2,E2F transcription factor 2,242705,0.106,3.69787492241878e-11,6.14389592110139e-09,80,752,
10371220,Gna15,guanine nucleotide binding protein alpha 15,14676,0.105,4.31829854899847e-12,1.36228653719164e-09,47,449,
10591494,S1pr5,sphingosine-1-phosphate receptor 5,94226,0.105,7.72669201575044e-12,2.02699598333192e-09,52,492,
10454709,Kif20a,kinesin family member 20A,19348,0.105,6.5491201030161e-12,1.8547405819019e-09,62,589,
10545135,Il12rb2,interleukin 12 receptor beta 2,16162,0.104,4.03194367102097e-10,4.40719737584143e-08,101,973,
10352767,Nek2,NIMA (never in mitosis gene a)-related expressed kinase 2,18005,0.103,5.07972084860205e-11,8.16753567670066e-09,40,388,
10483401,Spc25,SPC25 NDC80 kinetochore complex component homolog (S. cerevisiae),66442,0.102,2.56809023627898e-11,4.74088480507738e-09,42,412,
10368970,Prdm1,PR domain containing 1 with ZNF domain,12142,0.101,2.29789147282835e-11,4.42918316476921e-09,45,440,
10388310,Rap1gap2,GTPase activating RANGAP domain-like 4,380711,0.101,2.15423647257306e-12,8.1529428209619e-10,98,967,
10454015,Ttc39c,tetratricopeptide repeat domain 39C,72747,0.101,4.8151833074286e-12,1.46346339497239e-09,37,369,
10404061,Hist1h2bb,histone cluster 1 H2bb,319178,0.1,1.39394915537418e-11,3.1297298063275e-09,71,712,
10375443,Havcr2,hepatitis A virus cellular receptor 2,171285,0.095,5.27135309258948e-11,8.42132447266121e-09,24,254,
10485963,Arhgap11a,Rho GTPase activating protein 11A,228482,0.095,2.43332098859584e-12,8.71712006565431e-10,88,928,
10548345,Klrk1,killer cell lectin-like receptor subfamily K member 1,27007,0.094,5.53679790783954e-13,2.70564857763092e-10,65,697,
10606058,Cxcr3,chemokine (C-X-C motif) receptor 3,12766,0.093,4.038993230462e-11,6.57907119539699e-09,291,3133,
10412298,Itga1,integrin alpha 1,109700,0.093,1.94901711790984e-09,1.5925706430344e-07,27,288,
10576883,Shcbp1,Shc SH2-domain binding protein 1,20419,0.092,1.87748985279076e-12,7.72781046461073e-10,22,238,
10389606,Prr11,proline rich 11,270906,0.088,3.39728760595052e-11,5.79912340517115e-09,39,443,
10576661,Itgb1,integrin beta 1 (fibronectin receptor beta),16412,0.088,5.96414036739662e-13,2.80449634408035e-10,367,4194,
10350630,Fam129a,family with sequence similarity 129 member A,63913,0.087,5.44926116563671e-11,8.59534726392393e-09,68,786,
10482448,Zeb2,zinc finger E-box binding homeobox 2,24136,0.085,5.04672595212656e-12,1.51535547203492e-09,38,449,
10591781,Anln,anillin actin binding protein,68743,0.085,1.18449483205336e-11,2.8660174955761e-09,25,295,
10420426,F630043A04Rik,RIKEN cDNA F630043A04 gene,219114,0.085,6.79039395710926e-12,1.89735717073618e-09,33,385,
10436106,C330027C09Rik,RIKEN cDNA C330027C09 gene,224171,0.084,2.06020080453637e-12,8.02255069541491e-10,52,613,
10358816,Lamc1,laminin gamma 1,226519,0.084,5.66094998833377e-11,8.81763722557839e-09,48,566,
10404069,Hist1h1a,histone cluster 1 H1a,80838,0.083,2.21508391291494e-13,1.53345336882406e-10,140,1682,
10507112,Stil,Scl/Tal1 interrupting locus,20460,0.082,1.42613209731876e-12,6.23544984725932e-10,23,282,
10411739,Ccnb1,cyclin B1,268697,0.082,7.62686270679155e-12,2.02209225934744e-09,34,415,
10417798,Kcnk5,potassium channel subfamily K member 5,16529,0.081,1.74643593710261e-13,1.28013754189621e-10,48,590,
10548396,Klrc3,killer cell lectin-like receptor subfamily C member 3,58179,0.081,7.44862370966487e-10,7.27978823891247e-08,11,136,
